Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
2021,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,13052,1982
2021,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,36224,5620
2021,Apr,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,37685,5149
2021,Apr,Mobile_website,New_Customer,Came_From_Google,Bangalore,95158,48250,18876,13795
2021,Apr,Mobile_website,New_Customer,Came_From_Google,Chennai,389482,194783,88197,65856
2021,Apr,Mobile_website,New_Customer,Came_From_Google,Dehradun,117524,50552,16495,11324
2021,Apr,Mobile_website,New_Customer,Came_From_Google,Indore,1301662,697926,395176,230337
2021,Apr,Mobile_website,New_Customer,Came_From_Google,Pune,396809,201028,79533,53667
2021,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,424654,121261,52755,25580
2021,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1023673,397334,207288,95186
2021,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,463365,142985,48266,21389
2021,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3314853,1760965,1184092,287372
2021,Apr,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2004893,839276,480077,190855
2021,Apr,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,56754,17240,5730,2174
2021,Apr,Mobile_website,New_Customer,Unidentified_Sources,Chennai,149359,71980,27154,11984
2021,Apr,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,56531,30792,7454,3762
2021,Apr,Mobile_website,New_Customer,Unidentified_Sources,Indore,809167,275911,135638,54001
2021,Apr,Mobile_website,New_Customer,Unidentified_Sources,Pune,337224,127901,60891,24386
2021,May,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,28596,9963
2021,May,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,77589,32333
2021,May,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,28569,13068
2021,May,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,123537,47379
2021,May,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,86692,21547
2021,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,52204,15705
2021,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,129985,50206
2021,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,86923,28379
2021,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,198225,83127
2021,May,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,234034,75466
2021,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,5809,1317
2021,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,18174,4848
2021,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,13378,2432
2021,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,32002,7079
2021,May,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,20223,4645
2021,May,Desktop_Website,New_Customer,Came_From_Google,Bangalore,84312,48888,28495,21576
2021,May,Desktop_Website,New_Customer,Came_From_Google,Chennai,317801,174981,105063,79934
2021,May,Desktop_Website,New_Customer,Came_From_Google,Dehradun,101656,57291,30628,21858
2021,May,Desktop_Website,New_Customer,Came_From_Google,Indore,778299,445232,298397,194975
2021,May,Desktop_Website,New_Customer,Came_From_Google,Pune,331140,187533,101055,69155
2021,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,402508,177554,105094,66225
2021,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1346224,570298,195198,70835
2021,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,607163,140225,54946,28139
2021,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2444591,1589228,1370236,185340
2021,May,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,6411464,2240788,693313,370236
2021,May,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,27822,10741,4841,1985
2021,May,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,135054,56693,25383,11750
2021,May,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,53609,27261,9068,4627
2021,May,Desktop_Website,New_Customer,Unidentified_Sources,Indore,381032,128079,81194,38324
2021,May,Desktop_Website,New_Customer,Unidentified_Sources,Pune,213487,75634,37126,23600
2021,May,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,24174,10536
2021,May,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,62884,20450
2021,May,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,26172,10663
2021,May,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,116554,36822
2021,May,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,70117,16507
2021,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,65305,26396
2021,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,156224,38831
2021,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,98712,23192
2021,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,386053,91690
2021,May,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,331300,61200
2021,May,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,7181,1301
2021,May,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,20910,3698
2021,May,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,13072,2244
2021,May,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,48571,5766
2021,May,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,40705,5139
2021,May,Mobile_website,New_Customer,Came_From_Google,Bangalore,109238,60558,26703,19771
2021,May,Mobile_website,New_Customer,Came_From_Google,Chennai,406611,223063,107151,74083
2021,May,Mobile_website,New_Customer,Came_From_Google,Dehradun,159443,80070,32495,21257
2021,May,Mobile_website,New_Customer,Came_From_Google,Indore,1358874,738118,410614,231529
2021,May,Mobile_website,New_Customer,Came_From_Google,Pune,434147,232648,94774,61662
2021,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,536940,150011,54881,26805
2021,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1391923,504743,223729,93236
2021,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,600409,192618,51984,23426
2021,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3936846,2033295,1366704,301406
2021,May,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2497550,1021739,528895,185775
2021,May,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,63411,18581,5811,2104
2021,May,Mobile_website,New_Customer,Unidentified_Sources,Chennai,183529,82076,29903,12963
2021,May,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,64239,34874,8079,3900
2021,May,Mobile_website,New_Customer,Unidentified_Sources,Indore,833958,322902,166214,51909
2021,May,Mobile_website,New_Customer,Unidentified_Sources,Pune,375190,132370,52477,20272
2021,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,22866,8389
2021,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,64127,27228
2021,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,20631,9298
2021,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,116722,43998
2021,Jun,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,66169,15418
2021,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,46945,15595
2021,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,115348,45586
2021,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,69375,21151
2021,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,196126,86022
2021,Jun,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,238482,68597
2021,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,4929,1264
2021,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,16797,4770
2021,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,10122,2008
2021,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,37537,10270
2021,Jun,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,20094,4623
2021,Jun,Desktop_Website,New_Customer,Came_From_Google,Bangalore,74879,43885,26485,20188
2021,Jun,Desktop_Website,New_Customer,Came_From_Google,Chennai,272582,146970,89894,68766
2021,Jun,Desktop_Website,New_Customer,Came_From_Google,Dehradun,80157,44318,23112,16450
2021,Jun,Desktop_Website,New_Customer,Came_From_Google,Indore,747883,438468,304982,188298
2021,Jun,Desktop_Website,New_Customer,Came_From_Google,Pune,260964,139348,72353,51270
2021,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,999165,781237,701204,502226
2021,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1554926,781197,415770,69876
2021,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,591144,151318,84471,24732
2021,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2112984,1225496,1013629,184205
2021,Jun,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,9083552,4079301,1942557,923720
2021,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,26662,10361,5026,2221
2021,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,102093,51765,25365,12448
2021,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,37336,19113,6971,3371
2021,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Indore,423161,151174,104583,48582
2021,Jun,Desktop_Website,New_Customer,Unidentified_Sources,Pune,1035025,87636,40806,15466
2021,Jun,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,17857,7249
2021,Jun,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,46041,16228
2021,Jun,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,17825,7617
2021,Jun,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,103839,33881
2021,Jun,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,98974,13251
2021,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,54766,18059
2021,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,134075,35461
2021,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,81022,16562
2021,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,386110,103763
2021,Jun,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,535880,60774
2021,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,5839,1189
2021,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,18069,3266
2021,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,9909,1630
2021,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,48428,9739
2021,Jun,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,41881,5398
2021,Jun,Mobile_website,New_Customer,Came_From_Google,Bangalore,95328,51384,22319,16389
2021,Jun,Mobile_website,New_Customer,Came_From_Google,Chennai,350468,169942,77499,58003
2021,Jun,Mobile_website,New_Customer,Came_From_Google,Dehradun,128400,61410,23170,15881
2021,Jun,Mobile_website,New_Customer,Came_From_Google,Indore,1194515,645487,369819,211249
2021,Jun,Mobile_website,New_Customer,Came_From_Google,Pune,346837,174699,65589,41598
2021,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,472110,154744,66533,30204
2021,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1320796,480753,255670,83273
2021,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,512808,157215,46252,18437
2021,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3654139,1971687,1384971,303346
2021,Jun,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,3191562,1025132,542862,213484
2021,Jun,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,53529,16525,5061,2123
2021,Jun,Mobile_website,New_Customer,Unidentified_Sources,Chennai,142887,67750,25602,11444
2021,Jun,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,49035,25931,6045,2989
2021,Jun,Mobile_website,New_Customer,Unidentified_Sources,Indore,815877,294719,150291,52494
2021,Jun,Mobile_website,New_Customer,Unidentified_Sources,Pune,354289,125193,47718,19522
2021,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,23758,8330
2021,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,78583,32222
2021,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,21822,9625
2021,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,92030,35646
2021,Jul,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,69116,18408
2021,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,47212,14172
2021,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,127206,47527
2021,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,70469,19901
2021,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,154927,69691
2021,Jul,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,209161,55206
2021,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,4454,1094
2021,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,16508,4305
2021,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,9602,1730
2021,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,25256,7453
2021,Jul,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,17413,4166
2021,Jul,Desktop_Website,New_Customer,Came_From_Google,Bangalore,74450,44179,27077,20750
2021,Jul,Desktop_Website,New_Customer,Came_From_Google,Chennai,384511,200784,126682,92150
2021,Jul,Desktop_Website,New_Customer,Came_From_Google,Dehradun,77045,42689,22561,16299
2021,Jul,Desktop_Website,New_Customer,Came_From_Google,Indore,578439,333578,220530,145281
2021,Jul,Desktop_Website,New_Customer,Came_From_Google,Pune,286620,159109,84155,59782
2021,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,612238,423566,382120,266144
2021,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,3000806,1710508,1461159,198119
2021,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,500338,135634,81809,25691
2021,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,3462126,1690094,964364,321858
2021,Jul,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,4284911,1641415,1092490,374642
2021,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,24567,9661,4715,2501
2021,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,144276,52945,25104,11951
2021,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,32261,17063,6343,2944
2021,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Indore,317497,98369,64398,33316
2021,Jul,Desktop_Website,New_Customer,Unidentified_Sources,Pune,260488,85643,25903,14130
2021,Jul,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,19459,7840
2021,Jul,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,61896,20452
2021,Jul,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,20999,8291
2021,Jul,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,93387,32554
2021,Jul,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,61991,15464
2021,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,54312,16857
2021,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,153429,35537
2021,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,82897,16953
2021,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,363206,93755
2021,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,287683,60548
2021,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,6133,1201
2021,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,20136,3301
2021,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,11287,1746
2021,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,50716,10298
2021,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,36507,5073
2021,Jul,Mobile_website,New_Customer,Came_From_Google,Bangalore,101638,55844,25581,18106
2021,Jul,Mobile_website,New_Customer,Came_From_Google,Chennai,558689,266121,128738,90367
2021,Jul,Mobile_website,New_Customer,Came_From_Google,Dehradun,132113,66386,28474,19122
2021,Jul,Mobile_website,New_Customer,Came_From_Google,Indore,1074759,601576,344352,204963
2021,Jul,Mobile_website,New_Customer,Came_From_Google,Pune,424738,229707,96594,64911
2021,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,477170,172913,84900,41625
2021,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,2148119,627910,344046,97569
2021,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,667136,169086,55324,21906
2021,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3020639,1578220,1003608,302076
2021,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,3007471,1084260,566572,275399
2021,Jul,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,51777,17710,5807,2334
2021,Jul,Mobile_website,New_Customer,Unidentified_Sources,Chennai,252044,89270,33939,12882
2021,Jul,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,46461,26245,7026,3398
2021,Jul,Mobile_website,New_Customer,Unidentified_Sources,Indore,778553,307483,170101,65221
2021,Jul,Mobile_website,New_Customer,Unidentified_Sources,Pune,314813,123603,49379,20308
2021,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,24911,8888
2021,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,100346,41060
2021,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,30366,11878
2021,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,89782,34840
2021,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,76496,19814
2021,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,44113,13483
2021,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,142191,55630
2021,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,83148,21392
2021,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,156014,67292
2021,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,240307,57431
2021,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,4422,1070
2021,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,18208,4617
2021,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,10250,1753
2021,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,22590,5735
2021,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,18222,4091
2021,Aug,Desktop_Website,New_Customer,Came_From_Google,Bangalore,84830,45406,26980,20069
2021,Aug,Desktop_Website,New_Customer,Came_From_Google,Chennai,458690,255639,166706,117991
2021,Aug,Desktop_Website,New_Customer,Came_From_Google,Dehradun,94292,52764,29074,20027
2021,Aug,Desktop_Website,New_Customer,Came_From_Google,Indore,575686,323892,208805,136008
2021,Aug,Desktop_Website,New_Customer,Came_From_Google,Pune,313142,166001,83818,58235
2021,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,645039,372699,305318,201687
2021,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,3181384,2235411,1833439,256035
2021,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,646672,236894,178294,32958
2021,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,3574996,1545577,968040,139749
2021,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,5663574,2012316,1171133,271304
2021,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,26027,9107,4123,1978
2021,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,126204,58114,26463,11737
2021,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,34448,16908,5925,2742
2021,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Indore,275838,87285,54581,25200
2021,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Pune,186041,67295,22634,11174
2021,Aug,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,23033,8667
2021,Aug,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,77760,24835
2021,Aug,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,32097,11011
2021,Aug,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,102946,35734
2021,Aug,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,71384,15939
2021,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,57229,18765
2021,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,156900,40133
2021,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,105083,19559
2021,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,391486,100464
2021,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,327690,65295
2021,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,6634,1394
2021,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,23921,3835
2021,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,12837,1679
2021,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,58284,14540
2021,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,34652,5103
2021,Aug,Mobile_website,New_Customer,Came_From_Google,Bangalore,113469,61493,28963,19919
2021,Aug,Mobile_website,New_Customer,Came_From_Google,Chennai,650916,345882,168847,116642
2021,Aug,Mobile_website,New_Customer,Came_From_Google,Dehradun,147823,80341,38557,24992
2021,Aug,Mobile_website,New_Customer,Came_From_Google,Indore,1116945,629401,364515,211940
2021,Aug,Mobile_website,New_Customer,Came_From_Google,Pune,432377,230944,94781,59242
2021,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,1015916,399502,283352,194670
2021,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,2059826,680103,358146,115203
2021,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,734100,201061,84715,30554
2021,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3871065,2230884,1603011,277356
2021,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,4547594,1833370,1289328,781617
2021,Aug,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,62563,20123,6397,2285
2021,Aug,Mobile_website,New_Customer,Unidentified_Sources,Chennai,221283,102047,41317,14571
2021,Aug,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,47189,25310,6611,2819
2021,Aug,Mobile_website,New_Customer,Unidentified_Sources,Indore,807397,333379,169560,66160
2021,Aug,Mobile_website,New_Customer,Unidentified_Sources,Pune,324762,123874,50784,18879
2021,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,22206,7828
2021,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,105963,40987
2021,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,26856,10111
2021,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,73390,28741
2021,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,68774,16869
2021,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,44800,17620
2021,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,139031,52315
2021,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,78794,20831
2021,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,138992,58138
2021,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,211340,48710
2021,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,4927,1077
2021,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,19663,4708
2021,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,9272,1613
2021,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,21122,5261
2021,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,21444,4260
2021,Sep,Desktop_Website,New_Customer,Came_From_Google,Bangalore,70934,38121,22327,16647
2021,Sep,Desktop_Website,New_Customer,Came_From_Google,Chennai,468529,266174,175515,120220
2021,Sep,Desktop_Website,New_Customer,Came_From_Google,Dehradun,82950,45449,23780,16202
2021,Sep,Desktop_Website,New_Customer,Came_From_Google,Indore,506447,275845,174547,114584
2021,Sep,Desktop_Website,New_Customer,Came_From_Google,Pune,275267,141627,70279,48957
2021,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,537590,245460,166739,85082
2021,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,2514442,1690714,1424761,123356
2021,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,708013,275228,210988,49450
